tenure_months,monthly_charges,contract_type,payment_method,is_fiber,promo_active,support_tickets_90d,app_logins_30d,churn
8,85.15,one-year,credit-card,0,1,3,20,0
12,53.57,one-year,transfer,1,1,0,15,0
37,69.39,month-to-month,debit,0,1,3,16,0
44,83.53,month-to-month,debit,0,1,2,15,0
17,41.79,month-to-month,transfer,0,0,0,15,0
32,65.25,month-to-month,paypal,1,0,3,19,1
48,42.71,month-to-month,transfer,0,1,0,25,0
32,45.33,month-to-month,paypal,1,0,0,18,0
28,53.74,one-year,paypal,1,0,0,11,0
6,74.54,month-to-month,paypal,0,1,4,15,0
33,58.56,one-year,paypal,1,0,2,20,0
57,52.03,month-to-month,paypal,1,1,1,17,0
45,66.03,one-year,debit,1,0,0,20,0
64,42.06,two-year,paypal,0,0,1,14,0
9,73.58,month-to-month,paypal,1,1,1,11,0
1,87.63,month-to-month,transfer,0,1,1,17,0
39,63.42,one-year,transfer,1,1,3,22,0
13,60.95,month-to-month,paypal,1,1,0,21,0
43,72.47,month-to-month,credit-card,0,1,1,21,0
65,24.43,month-to-month,credit-card,0,1,1,19,0
24,75.74,two-year,paypal,1,1,2,16,0
40,127.04,month-to-month,transfer,0,0,2,19,1
49,62.55,month-to-month,transfer,0,0,2,15,0
11,62.62,month-to-month,transfer,0,1,3,22,0
64,79.87,one-year,transfer,1,1,1,24,0
15,97.91,month-to-month,credit-card,0,1,1,17,0
58,84.5,two-year,debit,1,1,4,31,0
47,21.89,one-year,credit-card,1,1,0,21,0
11,76.27,month-to-month,debit,1,1,1,22,0
52,116.44,month-to-month,credit-card,1,1,0,23,0
14,77.45,one-year,paypal,1,1,2,20,0
43,41.91,one-year,debit,0,0,0,22,0
69,70.64,month-to-month,transfer,0,1,1,22,0
68,39.39,month-to-month,credit-card,0,1,2,19,0
62,89.66,month-to-month,credit-card,0,1,1,21,0
36,45.88,month-to-month,debit,0,1,1,19,0
40,66.48,month-to-month,paypal,1,1,2,19,0
22,47.84,month-to-month,paypal,0,0,1,23,0
66,54.07,month-to-month,transfer,0,1,0,20,0
34,94.72,two-year,transfer,1,0,1,20,1
55,67.07,one-year,transfer,0,0,1,22,0
26,53.82,one-year,transfer,1,1,2,20,0
53,42.1,one-year,transfer,0,0,2,16,0
16,27.57,one-year,credit-card,1,1,2,13,0
53,39.97,month-to-month,debit,0,1,0,12,0
4,67.24,one-year,paypal,0,1,1,26,0
8,84.6,month-to-month,debit,1,1,0,12,0
26,53.79,month-to-month,credit-card,1,1,0,21,0
35,96.41,two-year,transfer,0,1,1,20,0
51,50.65,two-year,debit,0,0,1,21,0
26,60.24,month-to-month,transfer,1,1,1,18,0
2,43.41,one-year,transfer,0,1,0,19,0
24,84.82,month-to-month,transfer,1,1,1,25,0
32,106.95,month-to-month,paypal,1,1,3,24,0
39,29.76,month-to-month,transfer,1,1,1,20,0
46,58.08,month-to-month,paypal,1,1,1,18,0
18,90.3,one-year,credit-card,0,1,2,16,0
44,36.06,month-to-month,paypal,1,0,3,15,1
45,76.33,month-to-month,debit,1,1,1,17,0
56,89.43,two-year,transfer,1,1,0,15,1
38,66.56,month-to-month,credit-card,1,1,3,22,0
58,76.01,month-to-month,transfer,1,1,2,22,0
16,100.22,month-to-month,credit-card,0,1,2,19,0
51,103.97,month-to-month,transfer,1,1,1,9,0
4,63.76,month-to-month,credit-card,1,0,1,22,0
8,54.35,one-year,credit-card,0,0,3,13,1
62,46.6,two-year,credit-card,1,1,2,23,0
34,84.54,month-to-month,debit,1,1,1,15,0
45,37.56,month-to-month,paypal,1,0,0,16,0
43,59.95,month-to-month,paypal,1,1,1,21,0
50,67.05,two-year,credit-card,0,0,2,18,0
18,54.94,month-to-month,paypal,1,1,5,18,0
13,70.6,month-to-month,transfer,0,1,1,22,0
4,116.29,two-year,debit,1,1,1,27,0
62,62.57,month-to-month,paypal,1,1,1,15,0
16,56.29,month-to-month,credit-card,1,0,1,21,0
41,85.31,month-to-month,credit-card,0,1,2,18,0
33,69.79,month-to-month,credit-card,1,1,1,14,0
12,93.79,two-year,credit-card,1,1,1,15,0
30,68.29,month-to-month,debit,0,0,1,20,0
6,60.03,month-to-month,credit-card,0,0,2,18,1
13,29.33,month-to-month,credit-card,0,0,0,19,0
10,32.61,month-to-month,debit,1,1,0,15,0
59,28.29,month-to-month,transfer,1,0,0,17,0
41,72.59,two-year,paypal,1,1,2,20,0
66,37.76,month-to-month,credit-card,1,1,2,25,0
31,90.11,two-year,transfer,1,1,2,17,0
15,65.6,one-year,credit-card,1,1,5,23,0
44,60.12,month-to-month,paypal,0,1,0,17,0
66,48.12,one-year,debit,0,1,1,15,0
38,77.45,one-year,paypal,0,1,1,20,0
2,48.91,one-year,paypal,1,1,3,14,0
22,45.29,month-to-month,debit,1,1,1,26,0
66,88.77,month-to-month,debit,1,1,0,19,0
37,72.09,month-to-month,debit,1,1,3,13,1
68,60.3,one-year,debit,1,1,1,18,0
37,77.83,month-to-month,debit,1,1,0,27,0
1,65.18,month-to-month,transfer,1,0,3,13,0
62,72.66,month-to-month,debit,0,0,1,18,0
55,48.66,month-to-month,paypal,0,1,1,18,0
51,106.41,one-year,debit,1,1,1,21,0
69,53.41,one-year,debit,1,0,0,22,0
14,96.12,one-year,debit,1,1,1,22,0
65,61.22,month-to-month,transfer,0,1,0,23,0
17,81.14,month-to-month,credit-card,1,1,2,30,0
69,79.68,one-year,debit,0,0,0,22,0
14,87.94,month-to-month,debit,0,1,3,15,0
40,48.19,one-year,transfer,1,0,2,16,0
57,86.51,month-to-month,credit-card,1,1,1,16,0
6,101.93,month-to-month,debit,0,0,0,18,0
5,59.83,month-to-month,transfer,0,1,0,23,0
61,65.69,one-year,paypal,1,0,0,16,0
5,54.53,month-to-month,debit,0,0,1,19,0
44,58.07,two-year,paypal,0,1,0,24,0
67,99.23,month-to-month,transfer,1,1,1,23,0
44,44.92,month-to-month,paypal,1,0,1,18,1
35,46.16,one-year,credit-card,0,1,4,19,0
30,97.22,month-to-month,paypal,1,0,4,16,0
46,77.49,month-to-month,debit,1,0,1,16,0
41,107.41,two-year,credit-card,0,0,3,13,0
36,55.99,one-year,credit-card,0,1,2,14,0
11,67.53,month-to-month,transfer,0,1,0,21,0
48,51.79,one-year,transfer,0,0,0,20,0
53,67.87,month-to-month,credit-card,1,1,1,11,0
51,29.52,month-to-month,paypal,1,0,0,14,0
6,78.7,month-to-month,debit,1,0,0,20,0
50,71.47,month-to-month,transfer,0,1,0,12,0
52,63.85,month-to-month,transfer,1,1,2,21,0
14,57.19,month-to-month,transfer,1,1,2,19,0
61,47.1,one-year,transfer,1,0,1,12,0
38,79.55,month-to-month,paypal,1,0,0,21,0
34,41.58,month-to-month,transfer,1,1,0,27,0
52,75.24,one-year,paypal,1,1,2,13,0
37,106.49,two-year,paypal,1,1,0,17,0
39,94.71,month-to-month,debit,1,0,1,21,0
23,34.9,two-year,transfer,1,1,1,18,0
66,54.27,one-year,credit-card,0,0,0,17,0
69,73.43,month-to-month,paypal,0,1,1,15,0
10,63.59,month-to-month,paypal,0,1,1,12,0
53,37.01,month-to-month,paypal,1,0,2,9,0
2,72.71,one-year,transfer,0,1,0,20,0
27,64.8,month-to-month,paypal,0,1,2,17,0
69,103.29,month-to-month,paypal,1,1,0,16,0
13,59.94,one-year,credit-card,0,1,1,26,0
27,88.36,month-to-month,debit,1,1,0,13,0
16,39.66,month-to-month,transfer,0,0,1,24,0
52,44.44,two-year,debit,1,1,1,15,0
33,79.43,two-year,transfer,0,1,0,13,0
43,86.67,one-year,transfer,1,1,2,25,0
67,45.85,month-to-month,paypal,1,1,1,14,0
37,65.48,month-to-month,paypal,0,0,3,20,0
53,37.37,month-to-month,credit-card,0,0,1,20,0
7,61.38,month-to-month,debit,1,0,0,25,0
16,81.74,month-to-month,debit,1,1,1,18,0
68,56.3,two-year,transfer,0,1,3,19,0
62,60.02,one-year,debit,1,1,1,18,0
47,42.4,month-to-month,paypal,0,1,1,10,0
27,52.03,month-to-month,debit,1,1,0,16,0
15,100.16,month-to-month,debit,1,1,1,22,0
61,66.46,month-to-month,paypal,1,1,0,10,1
56,44.95,one-year,debit,0,1,2,15,0
18,58.7,month-to-month,credit-card,0,1,2,18,0
42,33.05,one-year,debit,0,1,1,10,0
44,44.72,month-to-month,debit,0,1,2,15,0
34,92.21,month-to-month,transfer,1,1,2,18,0
66,62.15,two-year,transfer,1,1,1,15,0
9,102.81,month-to-month,transfer,0,1,3,20,0
19,63.09,month-to-month,debit,0,1,0,17,0
7,64.28,one-year,transfer,1,0,1,12,0
50,77.82,month-to-month,credit-card,1,1,1,19,0
46,11.55,month-to-month,credit-card,1,1,2,21,0
71,69.1,month-to-month,transfer,0,0,0,15,0
39,64.02,month-to-month,paypal,0,1,1,19,0
11,94.72,month-to-month,transfer,0,0,2,18,1
33,84.29,month-to-month,credit-card,1,1,2,19,0
7,42.33,one-year,paypal,1,0,2,25,0
48,89.84,two-year,debit,0,0,2,16,0
48,59.75,month-to-month,transfer,0,1,0,22,0
61,46.91,month-to-month,paypal,1,0,1,19,0
25,68.94,month-to-month,paypal,0,1,3,20,1
23,60.94,month-to-month,credit-card,1,1,1,21,0
6,95.77,month-to-month,credit-card,0,1,2,18,0
30,71.81,one-year,transfer,0,0,0,22,1
34,69.11,month-to-month,paypal,0,0,0,13,0
54,83.01,month-to-month,paypal,1,0,1,17,0
54,86.86,one-year,transfer,0,1,2,17,0
10,80.67,one-year,credit-card,0,1,1,18,0
21,93.39,month-to-month,transfer,1,0,2,17,0
37,77.17,month-to-month,transfer,0,0,0,15,0
24,68.35,two-year,debit,0,0,4,20,0
2,89.78,month-to-month,transfer,0,0,2,21,0
61,63.18,one-year,credit-card,1,0,2,16,0
52,65.66,one-year,paypal,0,1,1,18,0
37,99.43,month-to-month,credit-card,1,0,1,21,0
23,97.44,month-to-month,paypal,1,1,0,16,0
60,64.84,month-to-month,paypal,1,0,2,14,1
3,55.93,month-to-month,transfer,0,1,2,17,1
32,94.26,month-to-month,paypal,1,1,0,19,0
57,81.01,one-year,paypal,1,0,3,14,0
68,71.31,one-year,credit-card,1,1,2,15,0
18,58.56,two-year,transfer,0,0,1,24,0
47,71.63,two-year,transfer,1,1,1,16,1
14,64.57,one-year,paypal,1,1,1,23,0
9,51.71,month-to-month,transfer,1,1,1,16,0
26,67.58,month-to-month,transfer,0,1,1,18,0
63,70.31,one-year,transfer,1,0,0,14,0
49,57.49,month-to-month,credit-card,1,1,0,29,0
35,83.08,month-to-month,debit,1,1,0,16,0
21,90.78,month-to-month,debit,1,1,1,22,0
11,84.4,month-to-month,paypal,1,1,1,16,0
20,59.48,month-to-month,paypal,0,0,0,23,0
11,80.12,one-year,transfer,0,1,3,13,0
14,66.56,month-to-month,credit-card,0,1,0,15,0
49,40.29,month-to-month,transfer,1,0,0,16,0
10,78.45,month-to-month,debit,0,1,2,13,0
4,67.92,month-to-month,transfer,1,1,1,19,0
39,116.87,month-to-month,debit,1,1,1,23,0
21,94.15,month-to-month,transfer,1,0,2,17,0
33,79.22,month-to-month,credit-card,1,1,0,18,0
10,69.98,one-year,credit-card,1,0,0,16,0
15,68.27,month-to-month,credit-card,0,1,1,17,0
32,44.93,two-year,paypal,1,1,2,15,0
49,30.22,one-year,credit-card,1,0,1,14,0
30,47.55,month-to-month,debit,1,0,0,16,0
39,64.05,month-to-month,debit,0,0,1,14,0
38,22.89,month-to-month,paypal,0,1,0,19,0
20,54.11,one-year,debit,1,1,2,18,0
20,60.05,one-year,paypal,1,0,1,20,0
31,60.69,one-year,paypal,1,1,2,9,1
3,51.77,two-year,transfer,1,1,1,17,0
49,58.17,month-to-month,debit,1,0,1,18,0
44,99.48,one-year,transfer,1,1,1,18,0
22,78.24,month-to-month,transfer,1,1,0,27,0
27,53.79,one-year,credit-card,1,1,0,31,0
24,63.63,month-to-month,paypal,0,1,1,18,0
47,64.43,one-year,debit,0,0,2,18,0
54,49.64,month-to-month,paypal,1,0,1,18,1
8,49.62,month-to-month,transfer,0,0,2,7,0
30,85.21,month-to-month,paypal,1,0,1,22,0
1,56.6,two-year,credit-card,0,1,0,14,0
33,43.11,month-to-month,credit-card,1,1,1,17,0
18,64.14,month-to-month,credit-card,0,1,1,22,0
24,67.36,month-to-month,paypal,1,1,0,12,0
33,25.55,month-to-month,paypal,1,1,0,28,0
23,64.19,two-year,paypal,0,0,1,17,0
28,82.36,two-year,debit,1,1,2,20,0
55,74.02,one-year,debit,1,0,3,15,0
58,109.6,one-year,debit,1,0,1,22,0
1,90.02,month-to-month,paypal,1,1,0,16,0
27,93.98,month-to-month,debit,1,1,1,15,0
61,121.0,month-to-month,transfer,1,1,1,12,0
38,80.16,one-year,transfer,1,0,0,23,0
15,68.26,month-to-month,debit,1,1,1,15,0
43,84.47,one-year,debit,1,0,2,17,0
11,53.82,month-to-month,transfer,0,1,0,23,0
2,67.15,month-to-month,paypal,1,1,1,15,0
45,52.05,month-to-month,credit-card,1,1,0,17,0
37,72.96,one-year,transfer,1,1,1,17,0
54,51.96,one-year,credit-card,0,1,2,16,0
25,51.26,month-to-month,credit-card,1,1,0,21,0
61,73.27,one-year,transfer,1,0,0,14,0
30,62.25,one-year,debit,0,0,0,15,0
53,26.45,month-to-month,debit,1,1,1,14,0
8,35.89,one-year,credit-card,1,1,0,13,0
7,42.05,month-to-month,paypal,0,1,1,19,0
56,47.34,month-to-month,paypal,1,0,1,12,0
60,73.29,month-to-month,paypal,0,0,2,15,0
67,69.38,month-to-month,credit-card,1,1,1,15,0
24,86.31,month-to-month,credit-card,0,1,1,15,0
2,80.06,month-to-month,credit-card,1,1,1,9,0
70,86.44,month-to-month,credit-card,0,0,2,22,0
43,77.17,one-year,debit,1,0,1,16,0
18,69.19,one-year,transfer,1,1,0,16,0
55,86.99,month-to-month,credit-card,0,1,0,19,0
65,83.39,month-to-month,debit,1,0,3,17,0
21,72.52,month-to-month,transfer,1,1,2,25,0
55,90.42,one-year,debit,1,1,1,21,0
56,18.08,two-year,debit,1,0,0,21,0
36,59.19,month-to-month,transfer,1,1,1,16,0
45,58.88,one-year,paypal,1,1,4,19,1
20,88.05,month-to-month,debit,1,0,1,19,1
66,96.43,two-year,credit-card,0,1,2,17,0
70,36.0,month-to-month,paypal,0,0,2,19,0
70,93.22,month-to-month,transfer,0,1,0,18,0
53,41.57,month-to-month,debit,0,1,0,20,0
4,42.18,month-to-month,transfer,1,1,1,17,0
27,60.31,month-to-month,paypal,0,1,1,14,0
32,58.64,month-to-month,credit-card,1,1,0,21,0
69,33.83,month-to-month,paypal,0,1,2,22,0
39,78.0,one-year,transfer,0,1,0,15,0
39,78.59,one-year,transfer,1,0,3,13,0
11,86.08,month-to-month,paypal,0,1,3,16,1
57,56.33,two-year,debit,1,0,1,17,0
24,64.21,month-to-month,paypal,1,1,2,13,0
7,64.39,two-year,transfer,1,1,3,23,0
71,98.76,month-to-month,paypal,1,1,1,14,0
14,10.0,one-year,debit,1,1,0,17,0
2,45.86,two-year,transfer,0,1,1,20,0
6,65.11,one-year,debit,1,1,0,17,0
33,43.29,one-year,debit,0,1,1,19,0
8,59.83,month-to-month,debit,0,1,1,19,0
60,62.48,one-year,paypal,1,0,1,20,0
37,51.85,month-to-month,paypal,1,1,1,17,0
23,66.29,month-to-month,credit-card,1,0,1,14,0
1,77.56,two-year,paypal,1,0,0,13,0
35,60.27,month-to-month,transfer,1,0,1,15,0
11,55.94,month-to-month,credit-card,1,1,1,24,1
70,61.68,two-year,paypal,0,1,1,16,0
21,64.85,month-to-month,credit-card,0,1,1,17,0
34,30.19,month-to-month,paypal,1,1,2,17,0
2,74.23,month-to-month,debit,1,1,0,16,0
10,55.98,one-year,paypal,0,0,1,19,0
15,90.23,two-year,debit,0,1,1,21,0
4,76.82,month-to-month,credit-card,0,1,2,11,0
52,88.4,one-year,paypal,1,1,2,15,0
68,44.78,month-to-month,transfer,0,1,0,20,0
70,57.57,one-year,debit,0,1,1,15,0
19,40.15,one-year,credit-card,0,1,0,31,0
57,50.9,two-year,paypal,0,1,1,14,0
36,90.04,month-to-month,paypal,1,1,2,23,0
4,94.75,month-to-month,debit,1,0,2,20,0
7,42.04,month-to-month,transfer,0,0,1,18,0
39,55.83,month-to-month,credit-card,1,1,1,23,0
31,63.48,month-to-month,credit-card,1,1,1,18,0
1,76.71,month-to-month,transfer,1,1,0,21,0
67,29.8,month-to-month,paypal,0,1,0,16,0
52,32.94,two-year,paypal,0,1,0,18,0
36,74.79,month-to-month,debit,1,1,1,14,0
71,26.02,month-to-month,credit-card,1,1,0,10,0
69,56.06,one-year,transfer,0,1,4,21,0
70,68.24,month-to-month,transfer,1,1,1,21,0
19,73.31,month-to-month,paypal,0,1,2,22,0
63,62.17,month-to-month,credit-card,0,1,0,21,0
36,57.68,month-to-month,transfer,0,0,3,14,0
52,81.89,month-to-month,transfer,1,0,1,22,0
62,70.7,one-year,transfer,0,1,1,15,0
12,52.06,month-to-month,credit-card,0,1,1,17,0
32,65.75,month-to-month,credit-card,0,1,2,21,0
10,72.66,month-to-month,transfer,0,1,0,17,0
20,99.36,month-to-month,credit-card,0,1,3,20,0
30,80.73,month-to-month,transfer,1,1,1,17,0
61,89.29,two-year,credit-card,1,0,1,11,0
62,52.79,month-to-month,paypal,1,0,0,19,0
28,54.52,month-to-month,debit,1,1,1,18,0
24,60.29,month-to-month,debit,1,1,1,15,0
38,62.13,one-year,debit,0,0,2,25,0
65,44.84,one-year,debit,0,0,0,9,0
70,90.32,month-to-month,transfer,1,1,0,13,0
17,82.67,one-year,transfer,1,1,3,25,0
14,58.89,month-to-month,transfer,1,1,1,13,0
51,77.83,one-year,paypal,0,1,0,27,0
22,69.46,month-to-month,credit-card,0,0,1,21,0
15,79.4,one-year,paypal,0,1,1,21,0
3,38.11,one-year,transfer,1,0,1,14,0
29,62.09,one-year,debit,1,0,0,19,0
28,63.84,month-to-month,paypal,0,1,0,13,0
40,77.47,one-year,transfer,0,1,1,13,0
15,52.43,one-year,credit-card,0,1,1,13,0
51,15.0,month-to-month,credit-card,0,1,1,15,0
49,43.37,month-to-month,transfer,1,1,1,22,0
33,63.78,month-to-month,transfer,0,0,3,19,0
13,66.28,month-to-month,credit-card,1,1,5,14,1
36,98.67,one-year,transfer,1,1,0,31,0
48,76.65,month-to-month,transfer,1,0,2,22,0
27,66.63,one-year,paypal,1,1,1,22,0
19,64.35,one-year,transfer,1,0,0,19,0
36,87.08,one-year,paypal,1,0,1,23,1
26,53.2,one-year,credit-card,0,0,1,18,0
29,62.19,one-year,paypal,0,0,2,19,0
25,43.21,month-to-month,debit,0,1,0,14,0
22,93.38,month-to-month,transfer,1,1,1,20,0
51,72.85,one-year,paypal,1,1,2,11,0
33,50.85,two-year,paypal,0,1,2,13,0
34,62.71,month-to-month,credit-card,1,1,2,17,0
47,75.19,two-year,credit-card,1,1,1,19,0
26,59.99,two-year,transfer,1,1,2,16,0
8,54.31,month-to-month,paypal,0,1,2,19,0
61,51.91,one-year,transfer,0,1,3,17,0
4,71.78,one-year,credit-card,1,1,0,18,0
41,57.84,month-to-month,credit-card,0,0,2,17,0
19,55.92,month-to-month,transfer,1,1,1,17,0
16,38.28,month-to-month,transfer,0,0,0,17,0
3,66.55,one-year,paypal,0,0,0,14,0
64,61.38,month-to-month,transfer,0,1,0,10,0
31,58.57,one-year,debit,1,1,1,14,0
25,68.98,one-year,credit-card,0,0,0,20,0
53,79.96,one-year,paypal,1,1,2,20,0
3,79.03,month-to-month,paypal,0,1,0,18,0
41,76.05,month-to-month,credit-card,1,0,2,23,0
36,60.19,month-to-month,debit,0,1,0,17,0
40,53.66,month-to-month,debit,0,1,4,20,0
9,44.12,month-to-month,transfer,1,1,0,18,0
68,53.14,month-to-month,paypal,1,0,2,17,0
17,65.39,month-to-month,credit-card,1,1,0,20,0
49,49.27,month-to-month,paypal,1,1,0,12,0
54,66.92,month-to-month,credit-card,0,0,4,24,0
25,45.69,month-to-month,paypal,1,1,1,17,0
10,31.78,two-year,transfer,0,1,0,12,0
22,81.39,month-to-month,credit-card,1,0,4,23,0
58,55.51,two-year,transfer,1,1,0,12,0
65,48.26,one-year,debit,1,1,0,23,0
67,43.12,month-to-month,debit,1,1,1,24,0
17,73.46,two-year,credit-card,1,1,1,15,0
44,92.5,two-year,transfer,1,0,2,25,0
11,56.94,one-year,paypal,0,1,1,28,0
51,60.69,month-to-month,transfer,1,1,2,25,0
30,86.43,month-to-month,paypal,1,0,2,19,1
51,28.79,month-to-month,debit,0,1,3,17,0
49,104.34,one-year,transfer,1,1,1,17,0
71,113.88,month-to-month,paypal,0,1,0,15,0
35,10.87,month-to-month,debit,1,0,2,11,0
25,63.05,month-to-month,transfer,1,1,3,13,0
38,50.62,month-to-month,credit-card,0,1,1,19,0
12,59.7,month-to-month,transfer,0,1,0,22,0
8,56.63,month-to-month,paypal,1,1,0,17,1
37,81.24,two-year,paypal,0,1,1,17,0
59,62.75,month-to-month,debit,1,1,0,16,0
38,46.78,month-to-month,transfer,0,0,0,23,0
56,61.56,month-to-month,transfer,0,1,0,13,0
13,75.3,month-to-month,paypal,0,1,1,20,0
32,41.33,one-year,paypal,1,1,0,18,0
44,32.08,month-to-month,paypal,1,0,5,23,0
25,104.85,two-year,paypal,1,1,0,17,0
2,52.15,two-year,debit,1,1,0,14,0
6,62.25,one-year,debit,1,1,3,16,0
66,57.04,one-year,debit,0,0,0,16,0
43,75.96,month-to-month,debit,0,1,0,16,0
19,100.46,month-to-month,paypal,1,0,1,15,0
19,76.6,month-to-month,paypal,0,0,3,17,0
3,34.63,one-year,paypal,1,1,0,26,0
68,37.32,month-to-month,transfer,1,1,1,14,0
8,57.02,month-to-month,credit-card,1,1,2,19,0
54,59.64,month-to-month,credit-card,1,0,0,8,0
18,30.56,one-year,debit,1,0,1,19,0
24,81.39,one-year,transfer,1,1,1,16,0
20,43.27,month-to-month,debit,1,0,0,16,0
59,94.87,month-to-month,transfer,0,1,1,24,0
3,101.41,month-to-month,paypal,1,0,0,13,0
26,60.03,one-year,debit,0,0,2,10,0
20,73.78,month-to-month,paypal,1,1,0,26,0
20,40.36,month-to-month,transfer,1,0,0,20,0
14,77.47,one-year,paypal,1,1,0,17,0
65,55.04,month-to-month,credit-card,0,1,2,18,0
27,43.26,one-year,debit,1,0,0,12,0
30,59.21,month-to-month,paypal,0,1,2,18,0
28,55.69,two-year,paypal,1,1,1,20,0
70,58.5,month-to-month,transfer,0,1,0,22,0
25,83.99,month-to-month,credit-card,1,0,2,25,0
25,49.29,two-year,credit-card,1,1,2,9,0
24,99.7,month-to-month,debit,1,1,3,18,0
24,38.5,one-year,paypal,0,0,0,18,0
7,97.31,month-to-month,debit,0,0,1,22,0
43,44.67,month-to-month,paypal,0,0,2,20,0
2,64.98,month-to-month,transfer,0,0,3,14,0
17,55.2,month-to-month,credit-card,1,0,1,21,0
15,58.13,one-year,transfer,1,1,0,19,0
21,81.03,month-to-month,debit,0,1,2,12,1
54,95.0,month-to-month,credit-card,1,1,3,13,0
43,88.81,month-to-month,transfer,0,0,0,16,0
71,56.9,month-to-month,credit-card,0,0,2,23,0
25,68.69,month-to-month,paypal,1,1,1,18,0
66,49.36,two-year,paypal,0,1,5,19,0
4,45.17,month-to-month,paypal,1,1,1,23,0
36,42.07,month-to-month,credit-card,1,0,1,13,0
57,56.25,month-to-month,paypal,1,0,1,17,0
38,69.99,month-to-month,debit,1,1,2,15,0
67,26.76,month-to-month,transfer,1,1,2,15,0
23,64.07,one-year,credit-card,1,0,0,19,0
3,95.32,one-year,paypal,1,1,2,13,0
55,87.44,one-year,debit,0,0,0,17,0
5,53.3,month-to-month,transfer,1,1,0,20,0
55,37.06,one-year,debit,1,1,1,9,0
53,74.2,two-year,paypal,1,1,0,22,0
60,18.65,two-year,transfer,0,1,1,16,0
35,87.2,two-year,debit,0,1,1,18,0
64,60.73,month-to-month,debit,1,1,1,22,0
13,101.63,two-year,credit-card,0,1,1,14,0
31,30.46,one-year,debit,1,1,1,26,0
9,83.36,one-year,paypal,1,1,1,13,0
55,62.99,one-year,paypal,0,0,2,18,0
51,58.38,two-year,paypal,0,1,1,19,0
58,37.6,month-to-month,credit-card,1,1,2,18,0
55,76.91,one-year,debit,1,1,1,21,0
22,78.52,one-year,paypal,1,1,2,10,0
5,100.7,one-year,debit,1,1,0,18,0
66,85.16,one-year,credit-card,1,1,0,13,0
35,53.12,month-to-month,debit,1,0,0,11,0
7,44.92,month-to-month,paypal,0,1,1,17,0
66,37.63,month-to-month,paypal,1,0,0,21,0
71,94.46,one-year,credit-card,1,1,0,22,0
32,49.44,one-year,paypal,0,1,0,13,0
55,94.6,one-year,transfer,1,1,1,20,0
3,75.5,one-year,paypal,0,1,0,18,0
7,71.6,month-to-month,transfer,1,0,0,21,0
20,58.86,month-to-month,transfer,1,1,3,17,0
47,78.21,one-year,transfer,0,0,1,21,0
10,64.69,two-year,transfer,1,0,0,24,0
3,57.62,one-year,paypal,1,1,1,14,0
48,78.92,two-year,transfer,1,1,0,16,0
55,62.12,two-year,credit-card,1,0,2,17,1
53,49.03,month-to-month,credit-card,0,1,1,15,0
57,77.0,one-year,debit,0,0,2,20,0
58,63.72,month-to-month,debit,0,1,0,11,0
43,74.78,month-to-month,paypal,0,0,0,21,0
37,55.92,month-to-month,credit-card,0,0,1,20,0
61,40.82,month-to-month,paypal,1,1,2,20,0
25,99.7,month-to-month,credit-card,0,1,1,29,0
7,95.93,one-year,debit,1,1,0,17,0
54,82.68,month-to-month,debit,0,1,4,12,0
20,57.24,month-to-month,transfer,0,1,3,19,0
70,58.99,month-to-month,credit-card,1,1,2,26,0
30,92.65,month-to-month,paypal,1,1,1,16,0
61,57.92,two-year,credit-card,1,1,0,16,0
4,52.35,month-to-month,paypal,0,1,0,28,0
47,102.44,month-to-month,transfer,1,0,1,13,0
32,64.05,two-year,paypal,0,0,2,19,0
33,100.37,one-year,paypal,1,1,1,11,0
19,37.03,one-year,paypal,1,1,2,22,0
69,75.36,one-year,debit,0,1,1,19,1
28,106.42,month-to-month,debit,1,1,0,15,0
61,65.6,one-year,transfer,1,1,1,16,0
31,59.72,month-to-month,transfer,0,1,1,18,0
4,41.64,month-to-month,paypal,0,1,2,16,0
63,86.65,month-to-month,debit,1,0,0,25,0
14,49.6,one-year,debit,1,1,3,19,0
20,63.1,month-to-month,credit-card,0,0,1,25,0
62,40.31,month-to-month,credit-card,0,0,1,19,0
64,96.14,month-to-month,paypal,1,1,2,12,0
66,88.1,one-year,paypal,0,0,1,16,0
31,64.37,month-to-month,transfer,1,1,0,20,0
54,41.92,month-to-month,debit,1,1,3,20,0
24,95.72,month-to-month,credit-card,0,1,0,22,0
53,57.68,one-year,credit-card,0,0,1,9,0
36,42.9,month-to-month,transfer,1,1,3,21,0
4,29.76,two-year,transfer,0,1,2,8,0
30,52.08,month-to-month,debit,0,1,1,14,0
34,35.91,month-to-month,credit-card,0,1,1,19,0
19,52.54,month-to-month,credit-card,1,1,1,16,0
27,79.89,month-to-month,transfer,1,1,4,20,1
36,57.49,month-to-month,transfer,1,1,0,16,0
4,72.11,month-to-month,debit,0,1,3,17,0
11,50.53,two-year,transfer,1,1,0,27,0
55,66.3,month-to-month,paypal,1,1,0,14,0
25,103.42,month-to-month,transfer,0,1,1,16,0
44,58.03,month-to-month,debit,1,0,1,14,1
41,72.69,month-to-month,credit-card,1,1,0,20,0
40,33.69,month-to-month,paypal,0,1,1,11,0
30,95.4,month-to-month,transfer,1,1,0,12,0
35,55.46,month-to-month,debit,1,1,0,15,0
59,86.01,month-to-month,credit-card,1,1,0,19,0
69,62.54,two-year,paypal,0,1,1,14,0
19,77.23,one-year,paypal,1,0,2,18,0
48,78.42,two-year,debit,1,1,2,18,0
